,p_w,p_c,pop_size,Error
0,0.1,1.5,20.0,288923.5659874398
1,0.3,1.5,20.0,286368.5478354407
2,0.5,1.5,20.0,293517.28903785534
3,0.7,1.5,20.0,292776.1034460473
4,0.9,1.5,20.0,316018.73371747904
5,0.3,1.5,10.0,310308.066584774
6,0.3,1.5,20.0,298775.3773216013
7,0.3,1.5,30.0,293176.3991074358
8,0.3,1.5,40.0,281689.0837138405
9,0.3,1.5,50.0,280180.78735672677
10,0.3,1.3,50.0,300241.5135611197
11,0.3,1.5,50.0,300086.29856900225
12,0.3,1.7,50.0,293741.1260642291
13,0.3,1.9,50.0,284778.88290122006
14,0.3,2.1,50.0,294208.80688598665
