,p_w,p_c,pop_size,Error
0,0.1,1.5,20,273890.3190689039
1,0.3,1.5,20,260195.08326185952
2,0.5,1.5,20,260419.39782180588
3,0.7,1.5,20,255211.62796212186
4,0.9,1.5,20,250764.62421341485
5,0.9,1.3,20,269819.10884629586
6,0.9,1.5,20,255886.88270185533
7,0.9,1.7,20,248382.7737753647
8,0.9,1.9,20,258265.6464724844
9,0.9,2.1,20,249979.2609619244
10,0.9,1.7,10,271556.4997512082
11,0.9,1.7,20,264791.9309978255
12,0.9,1.7,30,246416.72135436747
13,0.9,1.7,40,248762.3636168662
14,0.9,1.7,50,251310.36738631903
