,p_w,p_c,pop_size,Error
0,0.1,1.9,20.0,300814.88916798006
1,0.3,1.9,20.0,297923.3724484164
2,0.5,1.9,20.0,290079.9730695431
3,0.7,1.9,20.0,288691.74534862355
4,0.9,1.9,20.0,305358.54037777224
5,0.7,2.1,10.0,284172.0373277865
6,0.7,2.1,20.0,291417.34453628946
7,0.7,2.1,30.0,292280.6510847129
8,0.7,2.1,40.0,273849.44083508675
9,0.7,2.1,50.0,283523.7766058178
10,0.7,1.3,40.0,289477.1099450568
11,0.7,1.5,40.0,298150.6659136281
12,0.7,1.7,40.0,291127.6024732817
13,0.7,1.9,40.0,290767.1920510019
14,0.7,2.1,40.0,296244.42187205615
