,p_c,p_m,pop_size,Error
0,0.9,0.01,20.0,397704.16831466486
1,0.9,0.02,20.0,396904.9369752116
2,0.9,0.03,20.0,395200.2694032106
3,0.9,0.04,20.0,392654.03527235024
4,0.9,0.05,20.0,397223.96188566467
5,0.8,0.04,10.0,395538.0625653899
6,0.8,0.04,20.0,393529.40710181
7,0.8,0.04,30.0,394470.5644584239
8,0.8,0.04,40.0,395306.43492822046
9,0.8,0.04,50.0,393871.40277337184
10,0.75,0.04,20.0,393878.9467722671
11,0.8,0.04,20.0,394554.74926711945
12,0.85,0.04,20.0,394883.49186717253
13,0.9,0.04,20.0,396754.68544285174
14,0.95,0.04,20.0,392263.7006359365
