,p_w,p_c,pop_size,Error
0,0.1,1.5,50.0,286320.23253421317
1,0.3,1.5,50.0,293785.80326756346
2,0.5,1.5,50.0,294473.5223174143
3,0.7,1.5,50.0,283159.4415054543
4,0.9,1.5,50.0,287365.80577019573
5,0.7,1.7,10.0,301837.24513078696
6,0.7,1.7,20.0,302786.4601562407
7,0.7,1.7,30.0,291485.0109151892
8,0.7,1.7,40.0,282322.0497536865
9,0.7,1.7,50.0,299372.8473065495
10,0.7,1.3,40.0,286905.81832636707
11,0.7,1.5,40.0,282863.1015712276
12,0.7,1.7,40.0,295417.98011369497
13,0.7,1.9,40.0,291207.71588252956
14,0.7,2.1,40.0,286818.72436483623
