,p_c,p_m,pop_size,Error
0,0.85,0.01,30.0,394144.59994480567
1,0.85,0.02,30.0,394031.0854647351
2,0.85,0.03,30.0,395037.4307667899
3,0.85,0.04,30.0,394955.1980192581
4,0.85,0.05,30.0,394475.7439643243
5,0.8,0.02,10.0,395883.8170604938
6,0.8,0.02,20.0,396331.477561276
7,0.8,0.02,30.0,394054.6717498837
8,0.8,0.02,40.0,395639.6973504416
9,0.8,0.02,50.0,394278.82242424437
10,0.75,0.02,30.0,396613.9864914216
11,0.8,0.02,30.0,394977.7987689509
12,0.85,0.02,30.0,397164.7999556585
13,0.9,0.02,30.0,395921.53240700514
14,0.95,0.02,30.0,395154.02802777896
