,p_c,p_m,pop_size,Error
0,0.75,0.01,40.0,396224.13691066095
1,0.75,0.02,40.0,393350.8106503169
2,0.75,0.03,40.0,394945.163056973
3,0.75,0.04,40.0,393735.43972085
4,0.75,0.05,40.0,394155.82554818277
5,0.75,0.02,10.0,400531.66865198803
6,0.75,0.02,20.0,396463.56040031376
7,0.75,0.02,30.0,394610.2592457045
8,0.75,0.02,40.0,392928.7751969887
9,0.75,0.02,50.0,395310.9619455456
10,0.75,0.02,40.0,394044.6393932841
11,0.8,0.02,40.0,393902.083389828
12,0.85,0.02,40.0,395699.0007516432
13,0.9,0.02,40.0,395028.9704160452
14,0.95,0.02,40.0,395343.13865668833
