,p_c,p_m,pop_size,Error
0,0.95,0.05,10.0,182902.8425662272
1,0.95,0.05,20.0,90675.28028386232
2,0.95,0.05,30.0,83358.25341963982
3,0.95,0.05,40.0,104794.12230553663
4,0.95,0.05,50.0,101459.77203614068
5,0.75,0.03,30.0,162376.17653004773
6,0.8,0.03,30.0,136317.4852751816
7,0.85,0.03,30.0,194860.23465525653
8,0.9,0.03,30.0,214979.77812952138
9,0.95,0.03,30.0,131585.8919398662
10,0.95,0.01,30.0,228685.33616808697
11,0.95,0.02,30.0,185183.78418559924
12,0.95,0.03,30.0,100233.17989879116
13,0.95,0.04,30.0,75410.31874317488
14,0.95,0.05,30.0,117927.26970929821
