,p_c,p_m,pop_size,Error
0,0.85,0.05,10.0,395955.67435201665
1,0.85,0.05,20.0,396166.755041963
2,0.85,0.05,30.0,392717.5470104747
3,0.85,0.05,40.0,394565.6315548967
4,0.85,0.05,50.0,394536.01104854525
5,0.95,0.01,30.0,395182.8986713772
6,0.95,0.02,30.0,393200.55136087956
7,0.95,0.03,30.0,396385.3152884753
8,0.95,0.04,30.0,394457.30189080024
9,0.95,0.05,30.0,393713.1165412303
10,0.75,0.02,30.0,392416.4032762053
11,0.8,0.02,30.0,393937.39402627473
12,0.85,0.02,30.0,394647.2952967626
13,0.9,0.02,30.0,391703.23999556084
14,0.95,0.02,30.0,395726.6490625397
