,p_w,p_c,pop_size,Error
0,0.1,1.7,10.0,399039.72098194424
1,0.1,1.7,20.0,397524.39858743444
2,0.1,1.7,30.0,396039.39842947485
3,0.1,1.7,40.0,399026.97272902087
4,0.1,1.7,50.0,395785.9590979645
5,0.9,1.3,50.0,396345.88944345387
6,0.9,1.5,50.0,396609.3913406631
7,0.9,1.7,50.0,395980.95755614305
8,0.9,1.9,50.0,396778.66696297366
9,0.9,2.1,50.0,395354.0305568806
10,0.1,2.1,50.0,396454.8430335672
11,0.3,2.1,50.0,395814.9282027863
12,0.5,2.1,50.0,396063.89663513546
13,0.7,2.1,50.0,394951.59653558175
14,0.9,2.1,50.0,397526.29489403934
