,p_c,p_m,pop_size,Error
0,0.8,0.04,10.0,203545.5712713321
1,0.8,0.04,20.0,97297.57361207549
2,0.8,0.04,30.0,140173.22701278675
3,0.8,0.04,40.0,119638.93947342724
4,0.8,0.04,50.0,88268.81627619627
5,0.8,0.01,50.0,191147.08475053217
6,0.8,0.02,50.0,131675.9257376832
7,0.8,0.03,50.0,108650.03228475951
8,0.8,0.04,50.0,102418.95590054036
9,0.8,0.05,50.0,66178.294622799
10,0.75,0.05,50.0,103278.90201126317
11,0.8,0.05,50.0,114211.80342199649
12,0.85,0.05,50.0,64832.585490348545
13,0.9,0.05,50.0,93789.81175923858
14,0.95,0.05,50.0,90067.66772309478
