,p_c,p_m,pop_size,Error
0,0.85,0.02,10.0,399371.98240530654
1,0.85,0.02,20.0,395495.51867523167
2,0.85,0.02,30.0,394909.6755764649
3,0.85,0.02,40.0,395867.8410534053
4,0.85,0.02,50.0,395226.2116487575
5,0.75,0.01,30.0,397808.3438154885
6,0.75,0.02,30.0,396845.5429634728
7,0.75,0.03,30.0,397559.37691830675
8,0.75,0.04,30.0,396545.8432885813
9,0.75,0.05,30.0,395841.98191077594
10,0.75,0.05,30.0,397092.8263035955
11,0.8,0.05,30.0,395572.18029169715
12,0.85,0.05,30.0,396750.78643371037
13,0.9,0.05,30.0,396966.46581817814
14,0.95,0.05,30.0,395894.60847685847
