,p_c,p_m,pop_size,Error
0,0.75,0.01,10.0,399820.6575615876
1,0.75,0.02,10.0,399219.71668244374
2,0.75,0.03,10.0,400143.5556651987
3,0.75,0.04,10.0,396033.6273677243
4,0.75,0.05,10.0,398086.7665361766
5,0.95,0.04,10.0,399672.8711929594
6,0.95,0.04,20.0,394929.0229952387
7,0.95,0.04,30.0,396538.35498539585
8,0.95,0.04,40.0,394078.1318509478
9,0.95,0.04,50.0,394621.06963933655
10,0.75,0.04,40.0,396201.0739936724
11,0.8,0.04,40.0,395798.3223702394
12,0.85,0.04,40.0,396066.2685811169
13,0.9,0.04,40.0,396521.26996356004
14,0.95,0.04,40.0,397038.95953459566
