,p_c,p_m,pop_size,Error
0,0.75,0.03,10.0,399354.71875665715
1,0.75,0.03,20.0,394293.14975372725
2,0.75,0.03,30.0,394670.0189785329
3,0.75,0.03,40.0,395955.7548800303
4,0.75,0.03,50.0,394550.97586649406
5,0.85,0.01,20.0,393705.40935363766
6,0.85,0.02,20.0,394143.1333145942
7,0.85,0.03,20.0,395530.91720379895
8,0.85,0.04,20.0,396808.36773022666
9,0.85,0.05,20.0,394102.7242704097
10,0.75,0.01,20.0,395908.036891198
11,0.8,0.01,20.0,395970.7998518258
12,0.85,0.01,20.0,397117.72722010687
13,0.9,0.01,20.0,395039.6502922295
14,0.95,0.01,20.0,395845.2324151052
