,p_c,p_m,pop_size,Error
0,0.75,0.04,30.0,205793.72625528555
1,0.8,0.04,30.0,162823.32868222758
2,0.85,0.04,30.0,216805.5404141381
3,0.9,0.04,30.0,158475.13524471186
4,0.95,0.04,30.0,196912.84468236277
5,0.9,0.05,10.0,210834.97264442613
6,0.9,0.05,20.0,207005.48076849405
7,0.9,0.05,30.0,226500.79058575965
8,0.9,0.05,40.0,234856.6452728094
9,0.9,0.05,50.0,209378.92619896797
10,0.9,0.01,20.0,286758.7112673797
11,0.9,0.02,20.0,245666.3609246165
12,0.9,0.03,20.0,254314.81552769901
13,0.9,0.04,20.0,228688.06462138478
14,0.9,0.05,20.0,156044.51802997824
