,p_w,p_c,pop_size,Error
0,0.7,1.7,10.0,403664.18857509334
1,0.7,1.7,20.0,397129.50158367533
2,0.7,1.7,30.0,397156.17319453286
3,0.7,1.7,40.0,397276.4493715721
4,0.7,1.7,50.0,396256.2012393593
5,0.7,1.3,50.0,397157.99204699154
6,0.7,1.5,50.0,397358.8267777888
7,0.7,1.7,50.0,396893.35976827814
8,0.7,1.9,50.0,396297.3501603273
9,0.7,2.1,50.0,396953.8600904455
10,0.1,1.9,50.0,397028.5059534358
11,0.3,1.9,50.0,397114.7775541756
12,0.5,1.9,50.0,396879.1253476128
13,0.7,1.9,50.0,397621.29491378483
14,0.9,1.9,50.0,397740.7772502957
