,p_c,p_m,pop_size,Error
0,0.95,0.05,10.0,397213.33323903737
1,0.95,0.05,20.0,394728.91843016946
2,0.95,0.05,30.0,395111.4899478764
3,0.95,0.05,40.0,394144.0891843743
4,0.95,0.05,50.0,395126.00863906083
5,0.8,0.01,40.0,393920.4209364832
6,0.8,0.02,40.0,395393.35652225936
7,0.8,0.03,40.0,395630.60753898224
8,0.8,0.04,40.0,395137.3684799807
9,0.8,0.05,40.0,395206.4479468949
10,0.75,0.01,40.0,393882.95604479394
11,0.8,0.01,40.0,396283.3391540916
12,0.85,0.01,40.0,394088.1882830953
13,0.9,0.01,40.0,395887.9268525641
14,0.95,0.01,40.0,395493.0597977241
