,p_c,p_m,pop_size,Error
0,0.8,0.01,40.0,137679.81640213082
1,0.8,0.02,40.0,183417.26990004134
2,0.8,0.03,40.0,128188.93182763105
3,0.8,0.04,40.0,112771.78877878893
4,0.8,0.05,40.0,31339.83831002505
5,0.85,0.05,10.0,170409.77603753476
6,0.85,0.05,20.0,134041.1953108512
7,0.85,0.05,30.0,146148.6597258734
8,0.85,0.05,40.0,121642.05425006704
9,0.85,0.05,50.0,79513.90014403051
10,0.75,0.05,50.0,50519.20133347949
11,0.8,0.05,50.0,124203.31205895658
12,0.85,0.05,50.0,105584.60326348561
13,0.9,0.05,50.0,137957.83374977877
14,0.95,0.05,50.0,75966.60464317205
