,p_c,p_m,pop_size,Error
0,0.9,0.01,50.0,396019.5275529629
1,0.9,0.02,50.0,394621.30780394125
2,0.9,0.03,50.0,393649.4159710713
3,0.9,0.04,50.0,395089.35139423975
4,0.9,0.05,50.0,394685.23284519557
5,0.95,0.03,10.0,397831.1205996086
6,0.95,0.03,20.0,392795.11580032797
7,0.95,0.03,30.0,393728.45544984157
8,0.95,0.03,40.0,395919.6770229336
9,0.95,0.03,50.0,394990.85864371684
10,0.75,0.03,20.0,393414.5408880134
11,0.8,0.03,20.0,393746.9732475444
12,0.85,0.03,20.0,395938.44869466434
13,0.9,0.03,20.0,393881.62700551335
14,0.95,0.03,20.0,396152.2688181024
