,p_c,p_m,pop_size,Error
0,0.95,0.04,10.0,195620.3673230915
1,0.95,0.04,20.0,137483.22646177345
2,0.95,0.04,30.0,116179.7977424401
3,0.95,0.04,40.0,95985.90403397367
4,0.95,0.04,50.0,107263.99778279175
5,0.75,0.01,40.0,160053.8388848032
6,0.8,0.01,40.0,207932.8220201817
7,0.85,0.01,40.0,216664.13102864026
8,0.9,0.01,40.0,219013.2602617342
9,0.95,0.01,40.0,173118.39480822225
10,0.75,0.01,40.0,226945.1173522321
11,0.75,0.02,40.0,113047.59566485601
12,0.75,0.03,40.0,125079.50296129941
13,0.75,0.04,40.0,67075.81290178256
14,0.75,0.05,40.0,85119.01109415118
