,p_w,p_c,pop_size,Error
0,0.3,1.9,10.0,395947.45352244645
1,0.3,1.9,20.0,398219.30108543823
2,0.3,1.9,30.0,395447.59348617867
3,0.3,1.9,40.0,396418.3719776159
4,0.3,1.9,50.0,396386.3965056764
5,0.5,1.3,30.0,397186.8143471988
6,0.5,1.5,30.0,395712.7917018481
7,0.5,1.7,30.0,396764.2710164602
8,0.5,1.9,30.0,396723.35952859395
9,0.5,2.1,30.0,396055.926273213
10,0.1,1.5,30.0,397960.5527205249
11,0.3,1.5,30.0,396757.53926134657
12,0.5,1.5,30.0,396711.92328214
13,0.7,1.5,30.0,396538.90471585497
14,0.9,1.5,30.0,396803.46516837773
