,p_c,p_m,pop_size,Error
0,0.75,0.01,20.0,284038.24970539386
1,0.8,0.01,20.0,245498.07803452658
2,0.85,0.01,20.0,265006.7498647437
3,0.9,0.01,20.0,274520.42481568264
4,0.95,0.01,20.0,242709.8968907678
5,0.95,0.04,10.0,279439.1041822505
6,0.95,0.04,20.0,235968.24660178245
7,0.95,0.04,30.0,218365.63495618667
8,0.95,0.04,40.0,162268.52412352286
9,0.95,0.04,50.0,218599.64659384996
10,0.95,0.01,40.0,256677.54823448966
11,0.95,0.02,40.0,227505.42037635398
12,0.95,0.03,40.0,211834.72596414445
13,0.95,0.04,40.0,165277.55831690997
14,0.95,0.05,40.0,181252.9129752861
