,p_c,p_m,pop_size,Error
0,0.95,0.01,30.0,394838.9237856784
1,0.95,0.02,30.0,394749.6717698993
2,0.95,0.03,30.0,395408.9475882954
3,0.95,0.04,30.0,395311.4520077967
4,0.95,0.05,30.0,394918.5603584899
5,0.85,0.02,10.0,397647.7192808188
6,0.85,0.02,20.0,396958.0169324573
7,0.85,0.02,30.0,395904.8642397238
8,0.85,0.02,40.0,393229.2917640639
9,0.85,0.02,50.0,395738.1224122678
10,0.75,0.02,40.0,395455.709489809
11,0.8,0.02,40.0,396906.85773012985
12,0.85,0.02,40.0,396410.7644343518
13,0.9,0.02,40.0,393763.630838961
14,0.95,0.02,40.0,395780.8106138249
