,p_c,p_m,pop_size,Error
0,0.85,0.04,40.0,13845.412991462428
1,0.85,0.05,50.0,7053.003817821162
2,0.75,0.05,50.0,13657.290971579676
3,0.85,0.04,40.0,7398.544806766636
4,0.75,0.05,40.0,12648.814900725329
5,0.85,0.05,30.0,21477.079970516254
6,0.9,0.05,50.0,5621.337558554811
7,0.85,0.03,40.0,17125.616439105168
8,0.75,0.04,20.0,25655.423502845028
9,0.75,0.03,50.0,21919.14508417506
