,p_c,p_m,pop_size,Error
0,0.95,0.04,40.0,25040.12980975821
1,0.85,0.05,50.0,22166.734699296172
2,0.95,0.04,30.0,23842.808255195032
3,0.8,0.05,50.0,21606.049219738306
4,0.95,0.04,50.0,22638.089191179886
5,0.9,0.05,20.0,29514.399564042058
6,0.95,0.04,40.0,17315.996580661445
7,0.9,0.03,40.0,21424.61103582847
8,0.75,0.05,30.0,19860.675631302838
9,0.8,0.04,50.0,20019.336916034197
