,p_c,p_m,pop_size,Error
0,0.8,0.01,20,402.9414078260009
1,0.8,0.02,20,417.48485974167954
2,0.8,0.03,20,384.19112893217743
3,0.8,0.04,20,393.52900184529835
4,0.8,0.05,20,314.6172264949306
5,0.75,0.05,40,335.2927849715951
6,0.8,0.05,40,336.34584508011346
7,0.85,0.05,40,353.017196278641
8,0.9,0.05,40,317.26881837463753
9,0.95,0.05,40,332.5107838300024
10,0.9,0.05,10,371.25755407045085
11,0.9,0.05,20,399.19973621205946
12,0.9,0.05,30,328.5174608845874
13,0.9,0.05,40,289.8830681115787
14,0.9,0.05,50,360.80924006168345
