,p_w,p_c,pop_size,Error
0,0.5,1.3,20,114.2319203509099
1,0.5,1.5,20,161.90594659997993
2,0.5,1.7,20,209.8111266995019
3,0.5,1.9,20,188.36765817977727
4,0.5,2.1,20,149.66016016909393
5,0.1,1.3,10,219.6592083246029
6,0.3,1.3,10,212.77372131226713
7,0.5,1.3,10,147.55583062915576
8,0.7,1.3,10,210.14629015069363
9,0.9,1.3,10,167.79335305890243
10,0.5,1.3,10,262.4716433475404
11,0.5,1.3,20,209.8785797192502
12,0.5,1.3,30,189.34862793155347
13,0.5,1.3,40,135.04646785565927
14,0.5,1.3,50,160.0075485312114
