,p_c,p_m,pop_size,Error
0,0.8,0.05,50.0,34.359383551564825
1,0.8,0.03,40.0,42.46439647873515
2,0.95,0.05,10.0,40.21579776984924
3,0.85,0.04,10.0,44.92555463896022
4,0.75,0.04,50.0,39.9842231702523
5,0.9,0.05,40.0,40.775474390634045
6,0.95,0.05,30.0,38.420348681757204
7,0.95,0.03,30.0,40.9419015113614
8,0.8,0.05,20.0,42.045620185268895
9,0.85,0.05,40.0,26.79977699453942
