,p_w,p_c,pop_size,Error
0,0.5,1.5,10.0,428.50321446237683
1,0.5,1.5,20.0,424.2206012186157
2,0.5,1.5,30.0,423.15094005217566
3,0.5,1.5,40.0,424.05183461811885
4,0.5,1.5,50.0,422.64146349097734
5,0.7,1.3,50.0,421.80871516052946
6,0.7,1.5,50.0,426.7969130444409
7,0.7,1.7,50.0,428.56053783972163
8,0.7,1.9,50.0,422.28234396883704
9,0.7,2.1,50.0,426.1442667376619
10,0.1,1.3,50.0,421.9346280501247
11,0.3,1.3,50.0,419.9254340341048
12,0.5,1.3,50.0,420.1378649423259
13,0.7,1.3,50.0,424.4239874962374
14,0.9,1.3,50.0,408.4817808553112
