,p_c,p_m,pop_size,Error
0,0.75,0.02,40.0,361.71280506569485
1,0.8,0.02,40.0,421.3527511226141
2,0.85,0.02,40.0,373.3877019979716
3,0.9,0.02,40.0,403.5339565641401
4,0.95,0.02,40.0,376.633244603575
5,0.75,0.01,10.0,417.6347372923518
6,0.75,0.01,20.0,373.3434754586212
7,0.75,0.01,30.0,398.99789511246945
8,0.75,0.01,40.0,419.6291652015635
9,0.75,0.01,50.0,377.53717240749194
10,0.75,0.01,20.0,399.33172400946023
11,0.75,0.02,20.0,412.0947560714452
12,0.75,0.03,20.0,402.0498409247421
13,0.75,0.04,20.0,359.74650901925804
14,0.75,0.05,20.0,399.9943540341979
