,p_c,p_m,pop_size,Error
0,0.95,0.01,50,402.4404197943734
1,0.95,0.02,50,396.6820456272981
2,0.95,0.03,50,366.7824171463536
3,0.95,0.04,50,330.47827351530975
4,0.95,0.05,50,271.30037664718407
5,0.75,0.05,50,342.58589617324236
6,0.8,0.05,50,357.5437055537408
7,0.85,0.05,50,283.351611426202
8,0.9,0.05,50,327.0255571007349
9,0.95,0.05,50,360.3889836005299
10,0.85,0.05,10,403.7142805448815
11,0.85,0.05,20,385.85119501186114
12,0.85,0.05,30,393.5677758249017
13,0.85,0.05,40,310.5243215730831
14,0.85,0.05,50,317.5108583758591
