,p_c,p_m,pop_size,Error
0,0.95,0.01,10.0,70.21129099498886
1,0.95,0.01,20.0,66.97386937226831
2,0.95,0.01,30.0,72.54575679710801
3,0.95,0.01,40.0,70.31661519946296
4,0.95,0.01,50.0,66.4377165550457
5,0.75,0.01,50.0,70.80458858946056
6,0.8,0.01,50.0,69.58452119983619
7,0.85,0.01,50.0,72.40432272069027
8,0.9,0.01,50.0,65.26870013572723
9,0.95,0.01,50.0,66.90198469919483
10,0.9,0.01,50.0,69.5118941269298
11,0.9,0.02,50.0,66.88071813149107
12,0.9,0.03,50.0,66.16161317695057
13,0.9,0.04,50.0,64.43889901343901
14,0.9,0.05,50.0,66.27449874180577
