,p_w,p_c,pop_size,Error
0,0.7,1.3,50,108.85497996205044
1,0.7,1.5,50,162.28355284935122
2,0.7,1.7,50,144.02051187194076
3,0.7,1.9,50,107.88208794832805
4,0.7,2.1,50,180.90340970986725
5,0.1,1.9,50,194.39553910461183
6,0.3,1.9,50,155.47634363180083
7,0.5,1.9,50,187.50459167718148
8,0.7,1.9,50,165.0719521130162
9,0.9,1.9,50,141.9700032426668
10,0.9,1.9,10,117.44370265487906
11,0.9,1.9,20,147.2409429117694
12,0.9,1.9,30,177.44082339010924
13,0.9,1.9,40,134.02611919436094
14,0.9,1.9,50,205.190913345711
