,p_w,p_c,pop_size,Error
0,0.1,1.3,20,163.42148617889234
1,0.1,1.5,20,169.67247027772194
2,0.1,1.7,20,173.14979111353762
3,0.1,1.9,20,151.89422768047342
4,0.1,2.1,20,184.83207751167666
5,0.1,1.9,30,166.89983975155747
6,0.3,1.9,30,219.65747745753754
7,0.5,1.9,30,158.73292142056636
8,0.7,1.9,30,135.32802778521327
9,0.9,1.9,30,160.17755409280085
10,0.7,1.9,10,233.35367380362266
11,0.7,1.9,20,319.4487832900454
12,0.7,1.9,30,160.266563764109
13,0.7,1.9,40,177.03292661626142
14,0.7,1.9,50,117.66517908878694
