,p_w,p_c,pop_size,Error
0,0.9,1.3,10,284.9594668248667
1,0.9,1.5,10,200.2280324697413
2,0.9,1.7,10,179.21443827279631
3,0.9,1.9,10,173.66488557196254
4,0.9,2.1,10,163.5450768167458
5,0.1,2.1,40,170.24885562399908
6,0.3,2.1,40,138.28261685024037
7,0.5,2.1,40,110.66440332634522
8,0.7,2.1,40,189.6494954979575
9,0.9,2.1,40,111.22539532677347
10,0.5,2.1,10,227.6596365108545
11,0.5,2.1,20,142.9174875131049
12,0.5,2.1,30,97.90181453771785
13,0.5,2.1,40,121.83844173836833
14,0.5,2.1,50,125.67031345746955
