,p_c,p_m,pop_size,Error
0,0.75,0.01,30,351.1349013720368
1,0.8,0.01,30,356.97982902842784
2,0.85,0.01,30,367.09517139164046
3,0.9,0.01,30,362.0063473914128
4,0.95,0.01,30,354.75217994194486
5,0.75,0.01,10,362.3855751060909
6,0.75,0.02,10,350.67699580536566
7,0.75,0.03,10,371.2555931258024
8,0.75,0.04,10,335.05628353145795
9,0.75,0.05,10,292.4877743311254
10,0.75,0.05,10,350.2906632374719
11,0.75,0.05,20,302.17533662157564
12,0.75,0.05,30,333.71443933233695
13,0.75,0.05,40,193.4574232233036
14,0.75,0.05,50,152.74568143114732
