,p_c,p_m,pop_size,Error
0,0.9,0.01,10.0,413.38586156168896
1,0.9,0.01,20.0,415.7538810799125
2,0.9,0.01,30.0,423.4850649691163
3,0.9,0.01,40.0,396.89551888948665
4,0.9,0.01,50.0,401.8709610111301
5,0.75,0.01,40.0,403.61820090707454
6,0.75,0.02,40.0,397.1477254007695
7,0.75,0.03,40.0,333.80782754287475
8,0.75,0.04,40.0,374.15901108505284
9,0.75,0.05,40.0,335.8692863803027
10,0.75,0.03,40.0,349.5458365130692
11,0.8,0.03,40.0,342.51822274387746
12,0.85,0.03,40.0,402.48018893959767
13,0.9,0.03,40.0,359.56446907514317
14,0.95,0.03,40.0,352.74169460623455
