,p_c,p_m,pop_size,Error
0,0.75,0.01,40,355.44717221977135
1,0.75,0.02,40,343.44978535884877
2,0.75,0.03,40,315.99477313337553
3,0.75,0.04,40,274.9500215857019
4,0.75,0.05,40,329.44745428261405
5,0.75,0.04,30,313.13437335031466
6,0.8,0.04,30,184.19948048021996
7,0.85,0.04,30,323.90674006865817
8,0.9,0.04,30,352.9391803819693
9,0.95,0.04,30,250.58056482334774
10,0.8,0.04,10,338.34233862719054
11,0.8,0.04,20,335.696537045247
12,0.8,0.04,30,343.0824946528703
13,0.8,0.04,40,284.37569559695334
14,0.8,0.04,50,310.72665207497516
