,p_c,p_m,pop_size,Error
0,0.75,0.03,50.0,378.6879503131363
1,0.8,0.03,50.0,370.9862316208281
2,0.85,0.03,50.0,339.5588165150482
3,0.9,0.03,50.0,329.46629678184723
4,0.95,0.03,50.0,335.6746848722173
5,0.9,0.02,10.0,407.0249884891999
6,0.9,0.02,20.0,412.3080784603867
7,0.9,0.02,30.0,394.4821705077211
8,0.9,0.02,40.0,389.1224239406922
9,0.9,0.02,50.0,339.444267815422
10,0.9,0.01,50.0,402.43647804735286
11,0.9,0.02,50.0,341.6789401346434
12,0.9,0.03,50.0,392.9553937050581
13,0.9,0.04,50.0,399.1056589460585
14,0.9,0.05,50.0,331.33184589796167
