,p_c,p_m,pop_size,Error
0,0.75,0.03,50.0,389.8011150715955
1,0.8,0.03,50.0,357.8702133950838
2,0.85,0.03,50.0,379.0566437596917
3,0.9,0.03,50.0,362.4358520271411
4,0.95,0.03,50.0,301.11774321996387
5,0.95,0.03,10.0,422.6164733345815
6,0.95,0.03,20.0,385.1910197815062
7,0.95,0.03,30.0,341.6883752283719
8,0.95,0.03,40.0,388.18781742093415
9,0.95,0.03,50.0,319.4754861562691
10,0.95,0.01,50.0,409.4681514831776
11,0.95,0.02,50.0,396.2911386581036
12,0.95,0.03,50.0,348.48207606819915
13,0.95,0.04,50.0,349.76374379216617
14,0.95,0.05,50.0,342.81066211735833
