,p_c,p_m,pop_size,Error
0,0.85,0.01,50,344.7218189497899
1,0.85,0.02,50,353.2075164310359
2,0.85,0.03,50,343.4264463830156
3,0.85,0.04,50,329.62899989357715
4,0.85,0.05,50,276.05516715147127
5,0.75,0.05,50,275.8031373706433
6,0.8,0.05,50,319.9676265112703
7,0.85,0.05,50,303.2814864753366
8,0.9,0.05,50,204.77669175490382
9,0.95,0.05,50,296.40686478825273
10,0.9,0.05,10,353.0309574144503
11,0.9,0.05,20,217.1165180418533
12,0.9,0.05,30,324.5492770205489
13,0.9,0.05,40,109.47014965562809
14,0.9,0.05,50,237.94554955759247
