,p_w,p_c,pop_size,Error
0,0.7,1.9,10.0,382.70854092651746
1,0.7,1.9,20.0,375.0423700497928
2,0.7,1.9,30.0,364.1144030540038
3,0.7,1.9,40.0,388.1694043635549
4,0.7,1.9,50.0,375.3136314772064
5,0.1,1.5,30.0,381.21495712468055
6,0.3,1.5,30.0,372.49923796275937
7,0.5,1.5,30.0,373.4829127602304
8,0.7,1.5,30.0,373.3253840954254
9,0.9,1.5,30.0,379.78736605000444
10,0.3,1.3,30.0,381.14059809722414
11,0.3,1.5,30.0,372.4257739757415
12,0.3,1.7,30.0,382.4592876248139
13,0.3,1.9,30.0,369.99254748821056
14,0.3,2.1,30.0,381.704431143183
