,p_c,p_m,pop_size,Error
0,0.85,0.01,10.0,63.323916288422986
1,0.85,0.01,20.0,60.13418213894097
2,0.85,0.01,30.0,54.51669959364919
3,0.85,0.01,40.0,53.37374894757728
4,0.85,0.01,50.0,51.13584363309314
5,0.75,0.01,50.0,52.77617251552646
6,0.8,0.01,50.0,53.93908932828299
7,0.85,0.01,50.0,54.65899527219642
8,0.9,0.01,50.0,53.86866262593291
9,0.95,0.01,50.0,54.29077676356523
10,0.75,0.01,50.0,53.29760812591862
11,0.75,0.02,50.0,51.79540894069773
12,0.75,0.03,50.0,51.562317519437634
13,0.75,0.04,50.0,53.33788840945933
14,0.75,0.05,50.0,52.59791109145459
