,p_c,p_m,pop_size,Error
0,0.8,0.01,20.0,80.49767719373102
1,0.8,0.02,20.0,71.87778719539475
2,0.8,0.03,20.0,69.56033561493958
3,0.8,0.04,20.0,78.91152886209329
4,0.8,0.05,20.0,69.93181681335778
5,0.8,0.03,10.0,69.06161759963088
6,0.8,0.03,20.0,70.7220248456498
7,0.8,0.03,30.0,67.26156755164826
8,0.8,0.03,40.0,71.390377350456
9,0.8,0.03,50.0,69.1201505320986
10,0.75,0.03,30.0,69.39791264258794
11,0.8,0.03,30.0,67.0995953161003
12,0.85,0.03,30.0,68.32934700496679
13,0.9,0.03,30.0,66.08577512127184
14,0.95,0.03,30.0,68.96383989799602
