,p_c,p_m,pop_size,Error
0,0.85,0.02,10.0,394.38817133707107
1,0.85,0.02,20.0,359.13365124995914
2,0.85,0.02,30.0,418.1857146008579
3,0.85,0.02,40.0,383.2110947419495
4,0.85,0.02,50.0,364.3364101865054
5,0.95,0.01,20.0,406.14657683917676
6,0.95,0.02,20.0,396.2998404376449
7,0.95,0.03,20.0,386.1058284115097
8,0.95,0.04,20.0,390.1442674915887
9,0.95,0.05,20.0,388.63945109250835
10,0.75,0.03,20.0,416.8352999136542
11,0.8,0.03,20.0,355.33434294062374
12,0.85,0.03,20.0,391.9221999411245
13,0.9,0.03,20.0,388.33765990357495
14,0.95,0.03,20.0,381.9048380836555
