,p_w,p_c,pop_size,Error
0,0.5,1.3,50.0,46.6862709378499
1,0.3,1.9,10.0,46.51725510345935
2,0.1,1.5,30.0,46.65096565435595
3,0.3,1.5,40.0,46.25765346344363
4,0.7,1.5,50.0,47.494645265351764
5,0.9,1.3,50.0,46.31121787979533
6,0.7,1.3,20.0,47.29911286167918
7,0.3,1.9,40.0,46.63852047617935
8,0.3,2.1,40.0,47.49941285994328
9,0.5,1.3,50.0,45.41628805747075
