,p_c,p_m,pop_size,Error
0,0.85,0.05,10.0,406.59154805372395
1,0.85,0.05,20.0,379.3501041823121
2,0.85,0.05,30.0,316.79072332786177
3,0.85,0.05,40.0,355.9200694406093
4,0.85,0.05,50.0,256.6594380835809
5,0.9,0.01,50.0,410.5077540607293
6,0.9,0.02,50.0,373.19657133474254
7,0.9,0.03,50.0,396.2175377485464
8,0.9,0.04,50.0,314.315994329321
9,0.9,0.05,50.0,300.59043234985984
10,0.75,0.05,50.0,248.91803418567127
11,0.8,0.05,50.0,330.00023205018385
12,0.85,0.05,50.0,318.24500455198404
13,0.9,0.05,50.0,321.81863545379724
14,0.95,0.05,50.0,334.45147555490115
