,p_w,p_c,pop_size,Error
0,0.1,1.9,10.0,416.654197703996
1,0.1,1.9,20.0,425.07395521114256
2,0.1,1.9,30.0,424.6945248404781
3,0.1,1.9,40.0,426.97964337811055
4,0.1,1.9,50.0,417.2838449083939
5,0.3,1.3,10.0,430.2494986886412
6,0.3,1.5,10.0,426.59984994827107
7,0.3,1.7,10.0,434.5588301482073
8,0.3,1.9,10.0,425.04493390301303
9,0.3,2.1,10.0,440.16432522605254
10,0.1,1.9,10.0,430.7709254434533
11,0.3,1.9,10.0,428.18417453278016
12,0.5,1.9,10.0,431.55444969559204
13,0.7,1.9,10.0,432.2020720367168
14,0.9,1.9,10.0,435.7897339023587
