,p_c,p_m,pop_size,Error
0,0.75,0.01,20.0,71.36426877094235
1,0.75,0.02,20.0,70.59520519498346
2,0.75,0.03,20.0,66.86754700016206
3,0.75,0.04,20.0,71.51225398198801
4,0.75,0.05,20.0,63.45209442537197
5,0.8,0.05,10.0,71.73131442124051
6,0.8,0.05,20.0,73.44171612995389
7,0.8,0.05,30.0,67.88256281922776
8,0.8,0.05,40.0,66.9924537951822
9,0.8,0.05,50.0,64.30765741652935
10,0.75,0.05,50.0,65.69698734792254
11,0.8,0.05,50.0,65.11753248684539
12,0.85,0.05,50.0,66.91008507105089
13,0.9,0.05,50.0,67.66235835287068
14,0.95,0.05,50.0,67.86907649974572
