,p_w,p_c,pop_size,Error
0,0.9,1.7,10.0,424.463880217226
1,0.9,1.7,20.0,417.88456492129967
2,0.9,1.7,30.0,419.3000073492866
3,0.9,1.7,40.0,415.48582972370417
4,0.9,1.7,50.0,425.87518432334235
5,0.7,1.3,40.0,428.0049307192227
6,0.7,1.5,40.0,426.407124201392
7,0.7,1.7,40.0,419.7334947103452
8,0.7,1.9,40.0,419.2600786198782
9,0.7,2.1,40.0,419.3695784049839
10,0.1,1.9,40.0,423.61104378645604
11,0.3,1.9,40.0,421.46454115544077
12,0.5,1.9,40.0,426.95365654746377
13,0.7,1.9,40.0,423.94882284786036
14,0.9,1.9,40.0,427.49369995357256
