,p_c,p_m,pop_size,Error
0,0.8,0.01,20.0,74.72867390222686
1,0.8,0.02,20.0,70.71800570007696
2,0.8,0.03,20.0,71.83484035330588
3,0.8,0.04,20.0,73.24579002927645
4,0.8,0.05,20.0,69.66220168883517
5,0.9,0.05,10.0,85.18357719950927
6,0.9,0.05,20.0,69.99890663020231
7,0.9,0.05,30.0,68.8028084147999
8,0.9,0.05,40.0,73.15033995875277
9,0.9,0.05,50.0,69.13163357275725
10,0.75,0.05,30.0,73.87469058712065
11,0.8,0.05,30.0,74.2099147632718
12,0.85,0.05,30.0,67.62002607535891
13,0.9,0.05,30.0,76.03335749165953
14,0.95,0.05,30.0,70.55558887114931
