,p_c,p_m,pop_size,Error
0,0.75,0.02,40.0,359.3837420455327
1,0.8,0.02,40.0,391.89451873805194
2,0.85,0.02,40.0,401.03370520965007
3,0.9,0.02,40.0,394.0758504842241
4,0.95,0.02,40.0,382.8429256644192
5,0.75,0.05,10.0,408.8826153035945
6,0.75,0.05,20.0,342.1025787874112
7,0.75,0.05,30.0,313.5982449399977
8,0.75,0.05,40.0,264.5035687446932
9,0.75,0.05,50.0,220.5848693576271
10,0.75,0.01,50.0,404.9724913210896
11,0.75,0.02,50.0,377.9598029975515
12,0.75,0.03,50.0,379.43429840524846
13,0.75,0.04,50.0,330.3973339430825
14,0.75,0.05,50.0,265.84670239448513
