,p_w,p_c,pop_size,Error
0,0.3,1.3,40,121.56980201686028
1,0.3,1.5,40,203.24531934373314
2,0.3,1.7,40,128.32187377022626
3,0.3,1.9,40,134.75959986873764
4,0.3,2.1,40,163.48493626953467
5,0.1,1.3,50,137.32907817662243
6,0.3,1.3,50,142.31179305799623
7,0.5,1.3,50,120.40798358952125
8,0.7,1.3,50,133.21031280334356
9,0.9,1.3,50,154.4080533820947
10,0.5,1.3,10,139.25066460718824
11,0.5,1.3,20,267.47160874115315
12,0.5,1.3,30,106.45013272815748
13,0.5,1.3,40,129.36661977797468
14,0.5,1.3,50,141.65917114015178
