,p_w,p_c,pop_size,Error
0,0.3,1.7,10.0,431.4484089642416
1,0.3,1.7,20.0,427.36717493885413
2,0.3,1.7,30.0,423.9400741155316
3,0.3,1.7,40.0,420.23025122498234
4,0.3,1.7,50.0,424.27027359454394
5,0.5,1.3,40.0,423.15442415597147
6,0.5,1.5,40.0,424.1643683628766
7,0.5,1.7,40.0,425.9752165708346
8,0.5,1.9,40.0,421.52242540813523
9,0.5,2.1,40.0,412.6172538151336
10,0.1,2.1,40.0,423.9594269735318
11,0.3,2.1,40.0,409.31953773741566
12,0.5,2.1,40.0,420.56250347608307
13,0.7,2.1,40.0,428.2103013846795
14,0.9,2.1,40.0,425.8116896321024
