,p_w,p_c,pop_size,Error
0,0.7,1.3,10.0,379.9457849958585
1,0.7,1.3,20.0,382.75239885624654
2,0.7,1.3,30.0,380.91913011676456
3,0.7,1.3,40.0,376.9444946108019
4,0.7,1.3,50.0,370.01298741538864
5,0.1,1.3,50.0,381.2911881227452
6,0.3,1.3,50.0,375.8801639598861
7,0.5,1.3,50.0,365.1176444765911
8,0.7,1.3,50.0,376.50815721183164
9,0.9,1.3,50.0,370.4199738392142
10,0.5,1.3,50.0,372.91291062874177
11,0.5,1.5,50.0,381.4209669087906
12,0.5,1.7,50.0,370.8226765911574
13,0.5,1.9,50.0,366.75803522295496
14,0.5,2.1,50.0,363.04690066664966
