,p_w,p_c,pop_size,Error
0,0.5,2.1,30.0,20.90204324158072
1,0.7,1.9,50.0,15.688780717690817
2,0.9,2.1,40.0,22.29430202088398
3,0.3,1.7,50.0,21.914496414796588
4,0.5,1.3,40.0,10.92340668791263
5,0.9,1.9,10.0,20.31663239141035
6,0.3,1.9,50.0,8.860897503320018
7,0.5,1.9,50.0,10.79972282009013
8,0.5,1.3,30.0,18.468238859209603
9,0.3,1.9,10.0,25.337862005873717
