,p_c,p_m,pop_size,Error
0,0.85,0.01,30.0,56.598909640398325
1,0.85,0.02,30.0,52.30404688074555
2,0.85,0.03,30.0,52.09956769931703
3,0.85,0.04,30.0,51.77682441667521
4,0.85,0.05,30.0,54.312814100157354
5,0.8,0.04,10.0,72.12174696981482
6,0.8,0.04,20.0,52.40090968571717
7,0.8,0.04,30.0,52.572428180969474
8,0.8,0.04,40.0,52.515261230737174
9,0.8,0.04,50.0,52.02724711061831
10,0.75,0.04,50.0,51.506860165708595
11,0.8,0.04,50.0,51.906575456491694
12,0.85,0.04,50.0,52.377287039132106
13,0.9,0.04,50.0,51.65368006030249
14,0.95,0.04,50.0,50.745309710663825
