,p_c,p_m,pop_size,Error
0,0.8,0.04,20.0,38.44979973955158
1,0.85,0.05,40.0,29.168538166270547
2,0.8,0.04,40.0,32.1483482920297
3,0.95,0.05,50.0,19.799804316073075
4,0.9,0.05,30.0,32.23649955329665
5,0.8,0.03,30.0,37.103432935811746
6,0.95,0.04,30.0,31.4054388693172
7,0.9,0.05,40.0,30.43223930975638
8,0.8,0.04,50.0,27.377804614655144
9,0.85,0.05,10.0,36.199419492496425
