,p_c,p_m,pop_size,Error
0,0.75,0.05,40.0,11.306671363664007
1,0.75,0.05,40.0,0.742288453051492
2,0.85,0.04,30.0,4.219561729696576
3,0.95,0.04,50.0,11.80464883977584
4,0.9,0.03,30.0,1.5532907857250342
5,0.8,0.05,20.0,5.337715035135181
6,0.8,0.05,50.0,0.2403527000000934
7,0.85,0.05,30.0,0.00842931034825483
8,0.8,0.05,50.0,0.4869824382693647
9,0.9,0.04,50.0,1.6452511962674872
