,p_c,p_m,pop_size,Error
0,0.75,0.01,50,336.88571299657053
1,0.8,0.01,50,354.2330809334645
2,0.85,0.01,50,356.518280661674
3,0.9,0.01,50,354.7241401561957
4,0.95,0.01,50,349.4953033051438
5,0.75,0.01,10,357.8784608784735
6,0.75,0.02,10,372.07711941778587
7,0.75,0.03,10,369.18979508197253
8,0.75,0.04,10,355.24123209034286
9,0.75,0.05,10,358.7269200888235
10,0.75,0.04,10,371.7169147888398
11,0.75,0.04,20,338.8197653820912
12,0.75,0.04,30,336.8889567744525
13,0.75,0.04,40,267.4909907140428
14,0.75,0.04,50,341.7143018340989
