,p_c,p_m,pop_size,Error
0,0.95,0.01,10,380.25495593007213
1,0.95,0.02,10,349.44761306021945
2,0.95,0.03,10,350.7021793325969
3,0.95,0.04,10,350.64708436942635
4,0.95,0.05,10,314.662275282143
5,0.75,0.05,20,320.42553706932574
6,0.8,0.05,20,261.1003689683245
7,0.85,0.05,20,230.5381083190635
8,0.9,0.05,20,334.32035684340383
9,0.95,0.05,20,339.55146402918166
10,0.85,0.05,10,202.37277982473617
11,0.85,0.05,20,313.5886448839851
12,0.85,0.05,30,328.10293951648214
13,0.85,0.05,40,283.131497644625
14,0.85,0.05,50,241.92482487754233
