,p_w,p_c,pop_size,Error
0,0.3,1.9,10.0,430.7422574254242
1,0.3,1.9,20.0,426.6705562816383
2,0.3,1.9,30.0,425.1471650435612
3,0.3,1.9,40.0,411.9355396667571
4,0.3,1.9,50.0,422.1341277856426
5,0.7,1.3,40.0,427.1728176718733
6,0.7,1.5,40.0,411.55396329061546
7,0.7,1.7,40.0,422.00433112512405
8,0.7,1.9,40.0,424.9695693649806
9,0.7,2.1,40.0,424.5596239424165
10,0.1,1.5,40.0,421.5450164892141
11,0.3,1.5,40.0,415.694703436011
12,0.5,1.5,40.0,427.7442543470456
13,0.7,1.5,40.0,421.3354108552133
14,0.9,1.5,40.0,427.82741045647174
