,p_w,p_c,pop_size,Error
0,0.3,1.9,10.0,377.16889671347553
1,0.3,1.9,20.0,368.86528605585124
2,0.3,1.9,30.0,382.94353784195323
3,0.3,1.9,40.0,381.0240325623018
4,0.3,1.9,50.0,381.42738923334343
5,0.1,1.9,20.0,382.3143422350638
6,0.3,1.9,20.0,379.9903792909594
7,0.5,1.9,20.0,381.30055713890886
8,0.7,1.9,20.0,371.2026264225169
9,0.9,1.9,20.0,374.36449392349965
10,0.7,1.3,20.0,368.22331744789926
11,0.7,1.5,20.0,370.8504872284776
12,0.7,1.7,20.0,388.7858494954343
13,0.7,1.9,20.0,385.68954723181787
14,0.7,2.1,20.0,383.392621096028
