,p_w,p_c,pop_size,Error
0,0.9,1.3,40,135.95457162201225
1,0.9,1.5,40,146.44734024565943
2,0.9,1.7,40,179.59833050852816
3,0.9,1.9,40,120.8573781950296
4,0.9,2.1,40,122.8067256767218
5,0.1,1.9,30,235.36037876231052
6,0.3,1.9,30,137.81564074617398
7,0.5,1.9,30,188.77516811421728
8,0.7,1.9,30,149.54292078258797
9,0.9,1.9,30,208.78453490503256
10,0.3,1.9,10,144.17245626497916
11,0.3,1.9,20,141.14023810569188
12,0.3,1.9,30,193.67691684419162
13,0.3,1.9,40,184.59569579359294
14,0.3,1.9,50,128.84557633500395
